V0,V1,V2,label
0.27421981281870855,-0.3735637104878192,1.077875991668812,1
-0.43991208342450383,-0.6497392467910454,-0.23918153619267568,1
0.5356167865803934,-0.6563194133108379,2.3927526697971304,1
-0.6392568940847871,-0.878979455899447,-0.6206509731215597,1
0.7351275798733969,-0.8577154124170999,-0.2645276025899071,1
0.19390488024546998,-0.4144295254150422,1.5989059222438975,0
0.9139770707071998,-1.0850874203091032,-0.14395630885230684,1
0.04542028207179086,-0.5589779112638622,1.3143920451770421,1
0.5255584152608086,-0.6993477173520054,1.5801376363937116,0
-0.21484385645030746,-0.5660151436098377,0.1725620713067465,1
-0.3281329226936275,-0.6775518593982871,-0.6676245359666836,0
-0.31781447387089046,-0.7318510730087259,0.8902812829802308,1
0.2215121429306108,-0.9113751479773758,1.2470130246164381,0
-0.2755877718721723,-1.0889651521744397,-0.6811124868545159,1
0.07223871317133682,-0.4421290730570283,-1.0756643711557887,1
-0.4626997098757234,-0.40764305396647754,-0.35649711343103146,1
0.887111968048209,-0.840458316358799,-0.07550797488603918,1
0.8489170921857094,-0.83523906351861,-0.8263895337202379,1
0.286916663303214,-0.8800909353707168,1.6558741345659325,0
0.5643333537870623,-1.2028873841523973,-0.523970705673408,1
0.703348800293684,-1.1854338837229066,-0.1651435696222187,1
0.002827672190612057,-0.6161839856466828,0.06462485732760327,0
0.07401571667680532,-1.078977357784948,1.031050435459625,1
,-1.052376089794215,0.34372475195075186,0
-0.03340140577332018,-0.8829092239866705,0.28165179437338966,0
-0.3617584538514532,-0.9074401573564732,-0.25582629349922964,1
0.39635088237917915,-0.9144017706510572,-1.5247897631324405,1
0.04489998809284193,-0.3446693641721626,0.5579117073823928,1
0.20712252576646129,-0.9513242827651267,2.2726786519876714,0
0.4558486185984463,-0.9507516176299253,0.3625662828609051,0
-0.166790880705735,-1.1509639247586432,0.623146548095196,1
0.26881356548807855,-0.9177147270475774,-1.310511171650595,1
0.06997135011866215,-0.7071251380069885,0.47951838292652826,0
0.3743332483264468,,-0.9164907502329374,1
-0.1226655188629841,-0.6700545003695773,-0.5375925379148254,0
0.72683152899023,-0.7668452851298954,0.6306007777980045,0
0.6166507897260103,-0.7847164653505948,0.4264374493403763,0
-0.5155180793171374,-0.7099344250659757,-0.2649032517883364,1
0.9618475724714761,-0.5460661343349656,-0.3573688499130842,1
-0.21814539808192784,-0.5867104194572488,-0.3646117113198893,0
-0.10300343264827133,-0.31690136739811176,0.6126249180623634,1
0.2749326799216655,-0.35541918509626547,-1.0786397459927655,1
1.1995438547957522,-0.7594933166057501,-0.2698807799090225,1
0.46768105559824336,-0.5819546616241298,-0.03524945801244185,0
-0.48642803533337187,-1.0437573751567524,0.9651437364597018,1
0.3851049548372443,-0.29547249141699095,2.3580431772982924,1
0.6571857637913674,-1.024159501819152,1.3203077390287286,1
0.8968512931357955,-1.0981320509137136,-0.8803594468918614,1
-0.25971062314041327,,-0.6279726847570536,0
0.08065852111587882,-1.2067137220471114,0.3072507391892743,1
